"01;001;13587;113;32;161;1074;136;59;1271;4949;56;4372;871;470"
"01;002;46021;516;91;573;4728;315;142;4353;15191;124;15582;2954;1390"
"01;003;65446;633;243;875;8259;615;310;4880;20597;264;22026;3631;3024"
"01;004;46698;412;181;618;6852;406;310;2979;14684;220;15263;2532;2134"
"01;005;10827;156;14;105;979;70;55;809;4139;43;3430;588;431"
"01;006;13601;174;37;129;1325;115;77;1878;4065;46;4348;904;488"
"01;007;18582;234;71;228;2234;179;97;1686;5752;65;5881;1405;726"
"01;008;26879;349;61;286;2604;263;132;2588;9598;90;7727;2066;1030"
"01;009;24406;276;60;325;2373;267;146;2322;7146;89;8572;1808;999"
"01;010;30087;433;97;410;4020;263;143;2087;10440;126;9174;1478;1392"
"01;011;71497;620;221;914;7788;741;298;6788;22723;226;23715;4583;2772"
"01;012;30765;349;58;329;2288;268;105;2749;10698;78;9898;2893;1028"
"01;013;57190;817;168;832;8575;486;276;5093;14149;160;21064;3500;1985"
"01;014;56948;578;143;853;6766;500;300;5440;16480;165;19787;3599;2268"
"01;015;35753;388;132;502;5178;302;182;1986;12640;164;10440;1910;1912"
"01;016;39005;508;122;545;4137;326;216;2660;14133;117;12406;1939;1863"
"01;017;43865;414;138;579;4817;376;208;2992;15804;187;14048;2011;2240"
"01;018;49191;443;194;850;7917;467;252;2539;16940;281;14583;2100;2571"
"01;019;27152;383;88;383;3949;223;129;1719;9048;116;8322;1412;1342"
"01;020;27504;330;121;399;3638;209;129;1473;9874;172;8278;1387;1460"
"01;021;34957;517;133;576;4466;348;208;2068;11752;191;10905;1673;2072"
"01;022;29094;245;87;408;3225;295;156;2151;10233;135;9045;1620;1471"
"01;023;10891;182;43;209;1156;96;62;570;3842;68;3527;506;607"
"02;001;359;9;2;6;23;8;4;6;144;2;107;22;26"
"02;002;97;6;0;0;1;0;1;0;71;3;8;0;7"
"02;003;214;12;3;2;27;1;1;2;117;9;31;1;6"
"02;004;59;0;0;0;9;0;0;1;33;0;9;0;7"
"02;005;128;8;0;0;3;0;1;1;74;1;19;13;8"
"02;006;712;46;3;11;35;1;2;8;564;2;22;8;5"
"02;007;69;1;0;1;4;0;0;0;42;0;6;3;12"
"02;008;126;4;1;5;5;0;1;1;61;3;26;4;14"
"02;009;106;5;0;0;4;0;0;5;51;2;34;3;2"
"02;010;92;5;1;2;3;1;2;3;44;1;17;3;10"
"02;011;322;6;2;1;13;2;0;3;195;7;67;10;16"
"02;012;81;5;0;0;0;0;0;1;47;0;15;4;6"
"02;013;212;11;0;6;26;1;0;11;84;11;35;8;19"
"02;014;141;4;1;1;3;0;0;1;112;3;12;2;2"
"02;015;481;10;2;8;43;1;6;13;231;16;108;17;26"
"02;016;112;5;3;0;3;0;0;2;86;2;10;0;1"
"02;017;231;8;0;1;24;0;1;3;147;5;29;2;11"
"02;018;54;0;0;0;1;0;0;1;47;0;3;0;2"
"02;019;123;3;0;2;10;1;0;1;61;3;26;7;9"
"02;020;105;9;1;0;7;0;0;2;60;2;14;2;8"
"02;021;303;8;1;4;15;3;4;6;148;5;78;8;23"
"02;022;222;5;0;6;10;1;0;3;137;9;30;10;11"
"02;023;1233;32;9;21;115;6;11;12;594;19;317;33;64"
"02;024;460;12;2;4;34;2;2;14;276;8;53;17;32"
"02;025;72;6;0;0;2;0;0;0;47;0;13;2;2"
"02;026;100;3;1;0;1;1;0;1;74;0;16;0;3"
"02;027;529;12;1;13;33;2;4;22;254;7;129;25;26"
"02;028;315;9;3;6;26;3;1;10;108;6;107;10;26"
"02;029;295;9;1;2;11;3;1;4;132;6;102;11;13"
"02;030;154;5;2;2;9;0;1;6;89;2;22;8;8"
"02;031;205;6;0;7;11;0;3;8;100;4;45;5;16"
"02;032;87;2;0;0;5;0;1;0;54;3;12;5;5"
"02;033;492;3;0;9;26;3;4;21;206;5;157;32;26"
"02;034;238;4;3;5;9;1;2;1;149;4;42;13;5"
"02;035;121;4;0;0;5;0;0;0;88;2;13;2;7"
"02;036;223;4;0;4;12;3;0;1;142;7;27;4;19"
"02;037;206;11;1;2;6;1;0;3;98;2;52;6;24"
"02;038;91;7;0;0;3;0;0;0;58;0;14;2;7"
"02;039;183;8;0;2;11;1;0;1;118;3;21;5;13"
"02;040;1778;28;11;32;107;14;14;63;819;18;511;58;102"
"02;041;536;20;3;4;38;0;3;6;268;9;109;17;59"
"02;042;44;5;0;0;0;0;1;1;28;0;3;1;5"
"02;043;66;5;1;1;4;0;0;0;30;3;11;2;9"
"02;044;296;10;0;2;20;1;0;5;173;4;54;7;20"
"02;045;50;1;1;0;4;0;0;1;30;2;8;0;3"
"02;046;211;19;2;2;11;0;2;3;106;2;51;1;11"
"02;047;355;8;0;9;29;2;1;9;125;3;109;24;36"
"02;048;227;6;0;8;15;2;1;2;127;11;32;9;14"
"02;049;88;4;0;0;4;0;0;1;60;2;10;4;3"
"02;050;114;8;0;2;11;0;0;1;73;2;8;1;8"
"02;051;279;20;2;2;16;4;0;1;157;8;52;3;14"
"02;052;54;4;0;1;3;0;0;0;29;4;9;2;2"
"02;053;359;9;17;3;15;0;4;2;236;2;48;3;20"
"02;054;99;8;0;1;3;1;0;1;53;3;23;0;6"
"02;055;110;1;0;2;9;0;0;1;74;1;13;2;7"
"02;056;224;6;0;1;19;0;2;2;142;7;29;5;9"
"02;057;110;9;0;0;2;0;0;2;79;1;12;1;4"
"02;058;49;2;0;0;1;0;0;1;24;2;11;4;4"
"02;059;173;10;0;4;14;0;2;3;106;1;12;7;14"
"02;060;86;8;43;0;1;0;1;1;23;0;7;1;1"
"02;061;385;17;1;6;33;3;3;3;210;4;64;12;29"
"02;062;103;6;1;2;7;0;0;2;43;2;29;1;9"
"02;063;227;11;0;2;12;1;2;1;146;2;25;6;19"
"02;064;889;24;3;10;53;6;7;14;520;9;156;36;50"
"02;065;437;4;4;5;42;1;2;13;182;3;122;12;47"
"02;066;192;8;2;3;5;1;1;2;144;3;18;1;4"
"02;067;298;2;1;5;42;0;0;9;121;6;66;11;35"
"02;068;121;4;0;4;8;1;1;5;50;1;33;4;10"
"02;069;214;21;0;5;12;2;1;3;122;5;28;1;14"
"02;070;43;2;0;0;0;1;0;1;23;2;8;2;4"
"02;071;197;4;0;3;7;3;2;1;138;10;15;5;9"
"02;072;170;7;2;6;9;0;2;0;90;2;30;3;19"
"02;073;87;1;0;0;0;0;0;0;55;2;21;1;7"
"02;074;139;7;1;5;6;1;0;2;62;4;38;4;8"
"02;075;59;3;0;1;3;0;0;2;36;3;6;2;3"
"02;076;442;11;2;3;39;1;2;4;272;9;48;16;35"
"02;077;190;6;5;3;12;0;2;1;102;2;41;10;6"
"02;078;259;3;0;4;16;4;0;3;163;4;34;11;17"
"02;079;387;6;0;10;22;2;3;2;213;6;90;13;20"
"02;080;103;5;0;2;5;1;1;0;78;1;3;3;4"
"02;081;189;28;0;2;3;0;0;1;140;1;8;3;2"
"02;082;126;10;1;1;12;0;0;0;84;2;11;0;5"
